    -11.09      10.69
     23.74      -0.77
    -16.80     -12.19
      5.98     -15.79
     21.12     -15.69
      6.40      -8.33
      7.12      13.93
     -4.34      10.78
     -7.82     -21.68
    -12.77      -2.75
    -16.57      19.10
    -12.91     -22.17
    -14.03      23.02
     -7.26      18.91
    -17.14      -0.44
      5.23     -11.59
    -16.94     -14.19
     13.94       1.25
      3.51      19.21
      2.60      15.96
    -18.32      -8.62
     -4.87     -18.78
     22.66     -12.43
      2.30      -4.07
     -7.33      15.82
