    -19.25     -19.08
    -20.40     -20.87
    -23.73      10.04
      7.55      -0.15
      2.43      -0.59
    -16.24     -13.27
     18.13       8.63
      1.53     -21.66
    -23.85      18.53
     22.93       3.47
    -21.96       1.13
     21.85      19.36
     13.04       4.97
    -10.49     -15.43
    -18.07       2.43
    -21.73      11.00
    -19.20      20.11
    -13.41      -5.53
    -17.19       5.60
    -20.51       3.67
    -12.50      -7.60
      1.01      -8.97
     -0.49      -1.21
     -6.83     -14.26
     10.49       0.03
