    -19.22      -5.91
    -15.91     -19.35
    -22.63     -18.08
    -12.21       3.83
    -22.39     -10.32
     -8.79     -20.92
     12.35      15.09
     14.44      -6.33
     11.94       0.84
     13.97       1.66
     10.04       1.91
      9.54      20.39
    -16.93      -1.48
     14.01      -4.38
     18.67      18.56
      0.47     -23.34
      8.89      12.64
     -8.50       4.07
    -20.06     -22.19
    -19.40      -1.50
      5.42      11.48
     20.51     -22.36
      6.58       0.65
     21.85     -17.54
     -2.39     -20.86
