    -17.34      -9.21
    -19.49     -19.12
    -23.76      20.16
     12.08      14.53
      3.53     -14.29
    -12.45     -21.60
     19.37      10.02
      7.74     -16.28
    -17.32      16.25
     22.09      -5.32
    -19.27       3.46
      9.46      -2.99
     15.71      -7.57
      8.89     -21.10
     -5.21       7.69
    -21.17      19.27
    -11.37       8.14
    -23.52       5.16
    -14.96      23.79
    -11.70      -9.36
    -16.35     -21.71
    -10.77     -18.98
     -6.84      -3.61
    -21.08     -23.89
      7.60      -7.62
