    -10.65     -12.85
    -17.76      13.04
    -20.41     -16.05
      1.16       8.54
    -22.78      10.98
    -19.80      19.95
      5.38     -11.22
     16.77       6.06
      5.81       3.62
    -13.29     -23.62
    -15.06      18.54
     19.99      -8.93
     21.08      10.88
      2.24       3.20
    -15.07     -16.58
      1.99      -4.83
      9.49      19.33
     -2.53      -4.05
    -13.24      10.20
     -5.31      -4.60
      8.91     -19.51
     -9.83     -23.06
     19.40      18.72
     -7.07     -14.56
     -4.77       4.54
