    -21.70      -8.20
    -18.98       7.56
     -2.84     -21.91
    -23.81      -7.15
     15.95     -19.13
     -4.05      14.22
    -11.72      10.61
      6.18     -16.73
     -6.42      17.91
     16.79       8.38
    -13.61       9.96
     -9.52      14.70
      4.84       5.19
    -13.78      -1.57
     11.32     -17.26
    -16.26       9.39
     18.62      18.18
     10.63     -14.36
      8.67      -0.21
     18.97      -6.60
     13.83      -5.48
     16.29      14.26
    -21.90       6.19
     23.02      19.66
     -3.93      10.98
