    -20.22     -15.75
     14.92      12.97
     18.88     -11.27
     -1.81       0.56
      4.69      24.00
     11.15      -7.82
     10.80       5.39
     -0.70      14.34
      6.23     -10.58
     10.84     -19.98
     20.42     -19.50
     21.30     -16.34
     -4.45      21.55
     11.01      -2.51
     15.52      -3.28
    -17.25      14.98
     -6.23     -13.97
     12.85       4.16
      4.69      -0.68
      2.90      -8.67
     -3.99      14.39
    -14.29       2.81
     -1.43       6.32
      8.40     -14.93
    -15.62      -1.07
