    -15.02     -15.99
     21.25      10.65
     24.00       3.06
    -13.74      12.15
      9.66      21.25
     20.78     -23.64
     18.38      11.05
     13.79      -8.65
     -1.42      10.81
     15.98     -13.86
     22.31     -17.86
     21.86      -0.62
     -2.00       4.18
     18.58       4.74
      8.00      20.05
    -15.12       6.70
      4.01     -13.41
      4.67       8.03
     10.90     -20.82
      7.43      -5.50
    -11.36      12.17
    -13.02     -17.18
     -8.51      15.90
      8.18     -15.43
    -17.71       3.19
