     16.63      17.25
    -17.39       0.22
     19.25      -1.60
     11.90       3.56
     16.55      -3.33
     20.60     -13.30
      2.79       4.35
     18.70     -13.90
    -11.01       5.37
    -21.07     -21.68
    -16.68     -21.07
     -6.90     -17.57
     -2.63     -11.87
     -5.84      11.67
      0.03     -21.73
     -8.93      13.06
     -8.74       8.94
    -12.01      -2.41
     14.16      10.20
    -14.97     -11.56
     -7.00      14.10
      0.77      -3.56
     -3.73      18.24
     -1.23       2.21
     16.22     -13.75
