    -21.31      -7.71
     13.55      11.64
    -11.01       7.70
    -19.22      19.56
      5.67       1.74
     16.68     -18.04
     23.88     -19.93
     -0.48     -10.69
     21.92      15.06
    -20.63     -22.76
     -3.58      -7.31
     15.60      -9.03
     22.09       7.42
     17.02       7.75
     -2.65     -20.95
    -14.42      21.27
     20.31     -19.77
    -23.23       5.61
    -15.33      -6.44
     15.67      13.04
     18.91       8.39
    -20.58       3.19
     -6.66      10.81
     -0.19      13.04
     20.24       5.59
