    -10.60     -20.14
     -2.13      19.81
    -18.25     -10.88
    -11.63      17.05
     13.39     -16.82
     -0.83      22.51
     18.90      17.40
      4.65     -16.19
     -9.04      17.38
     17.92       3.47
      3.01      16.08
      5.24      18.03
     -5.62      -7.75
      2.23       6.95
    -10.04     -16.93
    -12.02      -2.03
      3.29      18.48
      2.27      -7.44
     -1.64     -13.73
      6.31      -9.83
     12.63      15.10
     -3.67       0.89
    -19.72      19.93
      8.41      16.20
     20.13      -6.57
