    -11.38       3.19
     13.93     -13.38
     18.37      -2.40
     -8.50     -20.94
     21.04     -13.42
     12.89       8.41
     23.95      -2.20
     -7.04      -2.99
     19.74     -22.94
     -9.96      -4.26
     -5.25       8.89
      6.57     -10.32
    -12.48     -14.86
    -15.17      11.75
    -11.60      23.72
     13.54      10.59
     -6.80      -9.81
      1.57      18.55
     16.53       8.63
      4.02       0.82
    -22.48     -23.66
    -16.91     -20.75
      4.77      -1.04
     -0.51     -20.69
    -20.66      12.20
